id,brand,model,reference_number,market_price,case_size,thickness,complications,factory,version,movement,dealer_price,rating,notes,image_url
RX-DJ-36,Rolex,Datejust,36mm,9300,36,12,Date,EWEF,,A3235,,3.0,,https://s.turbifycdn.com/aah/movadobaby/rolex-datejust-36-golden-palm-motif-dial-unisex-watch-126233-0037-17.jpg
RX-DJ-36,Rolex,Datejust,36mm,9300,36,12,Date,GDF,,MY8215,,1.5,Small step above shitter,https://s.turbifycdn.com/aah/movadobaby/rolex-datejust-36-golden-palm-motif-dial-unisex-watch-126233-0037-17.jpg
RX-DJ-41,Rolex,Datejust,41mm,12000,41,12,Date,VSF,,VS3255,,4.5,best movement and crystal,https://a.1stdibscdn.com/rolex-datejust-41mm-blue-dial-126334-for-sale/j_6073/j_194544921685630467538/j_19454492_1685630467957_bg_processed.jpg
RX-DJ-41,Rolex,Datejust,41mm,12000,41,12,Date,Clean,,VR3255,,4.5,best case shape,https://a.1stdibscdn.com/rolex-datejust-41mm-blue-dial-126334-for-sale/j_6073/j_194544921685630467538/j_19454492_1685630467957_bg_processed.jpg
RX-DJ-41,Rolex,Datejust,41mm,12000,41,12,Date,ARF,weighted,SH3235,,4.0,.5mm thicker,https://a.1stdibscdn.com/rolex-datejust-41mm-blue-dial-126334-for-sale/j_6073/j_194544921685630467538/j_19454492_1685630467957_bg_processed.jpg
RX-DJ-41,Rolex,Datejust,41mm,12000,41,12,Date,GMF,,A2824,,3.0,,https://a.1stdibscdn.com/rolex-datejust-41mm-blue-dial-126334-for-sale/j_6073/j_194544921685630467538/j_19454492_1685630467957_bg_processed.jpg
RX-DJ-41,Rolex,Datejust,41mm,12000,41,12,Date,ZF,,A2824,,2.5,,https://a.1stdibscdn.com/rolex-datejust-41mm-blue-dial-126334-for-sale/j_6073/j_194544921685630467538/j_19454492_1685630467957_bg_processed.jpg
RX-DJ-41,Rolex,Datejust,41mm,12000,41,12,Date,EWEF,,A3235,,2.5,,https://a.1stdibscdn.com/rolex-datejust-41mm-blue-dial-126334-for-sale/j_6073/j_194544921685630467538/j_19454492_1685630467957_bg_processed.jpg
RX-DJ-41,Rolex,Datejust,41mm,12000,41,12,Date,GDF,,MY8215,,1.5,Small step above shitter,https://a.1stdibscdn.com/rolex-datejust-41mm-blue-dial-126334-for-sale/j_6073/j_194544921685630467538/j_19454492_1685630467957_bg_processed.jpg
RX-DD-40MM,Rolex,DayDate,40mm,40000,40,13.1,"Date, Day",RCF,weighted,SH3255,,4.5,,https://www.prestigetime.com/images/watches/228238-Champagne-indexn.jpg
RX-DD-40MM,Rolex,DayDate,40mm,40000,40,13.1,"Date, Day",VSF,weighted,DD3255,,4.5,,https://www.prestigetime.com/images/watches/228238-Champagne-indexn.jpg
RX-DD-40MM,Rolex,DayDate,40mm,40000,40,13.1,"Date, Day",THB,weighted,VR3255,,4.3,,https://www.prestigetime.com/images/watches/228238-Champagne-indexn.jpg
RX-DD-40MM,Rolex,DayDate,40mm,40000,40,13.1,"Date, Day",GMF,,A2836,,4.0,,https://img.chrono24.com/images/uhren/2paisa6nairm-ugwlkyz49h1hlsex506ty0gb-Square280.jpg
RX-DD-40MM,Rolex,DayDate,40mm,40000,40,13.1,"Date, Day",BPF,,A2836,,4.0,,https://img.chrono24.com/images/uhren/2paisa6nairm-ugwlkyz49h1hlsex506ty0gb-Square280.jpg
RX-DD-40MM,Rolex,DayDate,40mm,40000,40,13.1,"Date, Day",QF,weighted,VR3255,,4.0,,https://img.chrono24.com/images/uhren/2paisa6nairm-ugwlkyz49h1hlsex506ty0gb-Square280.jpg
RX-DD-40MM,Rolex,DayDate,40mm,40000,40,13.1,"Date, Day",GMF,,VR3255,,3.5,,https://img.chrono24.com/images/uhren/2paisa6nairm-ugwlkyz49h1hlsex506ty0gb-Square280.jpg
RX-DD-36MM,Rolex,DayDate,36mm,34000,36,12,"Date, Day",KF,weighted,A2836,,4.2,,https://images.dh-rx-image.com/model/2023/watch_assets_front_facing/landscape_assets/m128238-0081.png
RX-DD-36MM,Rolex,DayDate,36mm,34000,36,12,"Date, Day",QF,weighted,VR3255,,4.0,,https://img.chrono24.com/images/uhren/l32iy7eqlo4b-xzmy3mz96vpfi71ya8pt01wf-Square280.jpg
RX-DD-36MM,Rolex,DayDate,36mm,34000,36,12,"Date, Day",BPF,,A2836,,4.0,,https://img.chrono24.com/images/uhren/l32iy7eqlo4b-xzmy3mz96vpfi71ya8pt01wf-Square280.jpg
RX-Cellini-Generic,Rolex,Cellini,Generic,28000,39,12.0,,GMF,,A3165,,3.0,,https://watchesbysjx.com/wp-content/uploads/2016/migrate/Rolex-Cellini-Dual-Time-Everose-silver-dial-50525-(2).jpg
RX-Cellini-Generic,Rolex,Cellini,Generic,28000,39,12.0,,BPF,,A3195,,3.0,,https://watchesbysjx.com/wp-content/uploads/2016/migrate/Rolex-Cellini-Dual-Time-Everose-silver-dial-50525-(2).jpg
RX-YM-226659WYG,Rolex,Yachtmaster,226659 42mm White and Yellow Gold,39995,42,,Date,TEDF,weighted,VS3235,,4.5,,https://img.chrono24.com/images/uhren/35022719-s83n2sjqij4a4qt1qxi9zk1d-ExtraLarge.jpg
RX-YM-226659WYG,Rolex,Yachtmaster,226659 42mm White and Yellow Gold,39995,42,,Date,VSF,,VS3235,,4.0,,https://img.chrono24.com/images/uhren/37683511-117jdyxsacnso29e5oz20vvo-Square280.jpg
RX-YM-226659WYG,Rolex,Yachtmaster,226659 42mm White and Yellow Gold,39995,42,,Date,Clean,,VR3235,,3.5,,https://img.chrono24.com/images/uhren/37683511-117jdyxsacnso29e5oz20vvo-Square280.jpg
RX-YM-226659FE,Rolex,Yachtmaster,226659 Falcon Eye Dial,39995,42,11.5,Date,Clean,,VR3235,,4.5,,https://www.prestigetime.com/images/watches/226659-Falcons-Eye.jpg
RX-YM-226659FE,Rolex,Yachtmaster,226659 Falcon Eye Dial,39995,42,11.5,Date,IPF,,VR3235,,4.0,,https://www.prestigetime.com/images/watches/226659-Falcons-Eye.jpg
RX-YM-116622,Rolex,Yachtmaster,116622,14950,40,,Date,VSF,,VS3135,,4.5,,https://img.chrono24.com/images/uhren/39767055-1ac0pa13ysf5mc4vwcjguavz-ExtraLarge.jpg
RX-YM-116622,Rolex,Yachtmaster,116622,14950,40,,Date,Clean,,VS3135,,4.0,,https://img.chrono24.com/images/uhren/ds9nn3t0yv5i-6tt4876hprhi1oyl50q0qjxs-Square280.jpg
RX-YM-126622,Rolex,Yachtmaster,126622,14500,40,,Date,VSF,,VS3235,,4.5,,	https://img.chrono24.com/images/uhren/35859761-kh34ux2eja9vdqltsluve0dx-ExtraLarge.jpg
RX-YM-126622,Rolex,Yachtmaster,126622,14500,40,,Date,Clean,,VR3235,,4.0,,https://img.chrono24.com/images/uhren/36445866-ccig9ugx595szoj066rg98mz-Square280.jpg
RX-YM-116655,Rolex,Yachtmaster,116655,32000,40,11.5,Date,VSF,,VS3135,,4.5,,https://img.chrono24.com/images/uhren/42205188-g6c3njmeapihaltan2rjuiuo-Square280.jpg
RX-YM-116655,Rolex,Yachtmaster,116655,32000,40,11.5,Date,Clean,,VS3135,,4.0,,https://img.chrono24.com/images/uhren/42205188-g6c3njmeapihaltan2rjuiuo-Square280.jpg
RX-YM-126655,Rolex,Yachtmaster,126655,36000,40,11.5,Date,VSF,,VS3235,,4.5,,https://img.chrono24.com/images/uhren/42440042-wj04skh1ylxn8zehs2ef6w0u-Square280.jpg
RX-YM-126655,Rolex,Yachtmaster,126655,36000,40,11.5,Date,Clean,,VR3235,,4.0,,https://img.chrono24.com/images/uhren/42440042-wj04skh1ylxn8zehs2ef6w0u-Square280.jpg
RX-YM-126655,Rolex,Yachtmaster,126655,36000,40,11.5,Date,EWF,,A3235,,3.5,,https://img.chrono24.com/images/uhren/42440042-wj04skh1ylxn8zehs2ef6w0u-Square280.jpg
RX-YM-268622,Rolex,Yachtmaster,268622,12000,37,,,ARF,,VR3135,,3.5,,https://cdn.shopify.com/s/files/1/0612/0354/6292/files/Rolex_Yacht-Master_268622.jpg
RX-YM-226627,Rolex,Yachtmaster,226627 Titanium,39950,42,12.0,,Clean,,VR3235,,4.5,,	https://img.chrono24.com/images/uhren/32169647-00h5opmeu5dj7sx6c9okvk3h-ExtraLarge.jpg
RX-YM-226627,Rolex,Yachtmaster,226627 Titanium,39950,42,12.0,,QF,,SH3235,,4.4,,	https://img.chrono24.com/images/uhren/32169647-00h5opmeu5dj7sx6c9okvk3h-ExtraLarge.jpg
RX-YM-226627,Rolex,Yachtmaster,226627 Titanium,39950,42,12.0,,EWEF,,A3235,,3.5,,https://img.chrono24.com/images/uhren/l8n6srzk6zk6-oikb3qd2eto1pjny1tsibhtj-Square280.jpg
RX-YM-226627,Rolex,Yachtmaster,226627 Titanium,39950,42,12.0,,TW+,,A3235,,3.0,,https://img.chrono24.com/images/uhren/l8n6srzk6zk6-oikb3qd2eto1pjny1tsibhtj-Square280.jpg
RLX-AK-116900,Rolex,Air-King,116900,10500,40,13.0,Anti-magnetic,GMF,,3230 Clone,,4.0,Black Dial,https://www.vendome.mc/wp-content/uploads/2020/07/Rolex-116900-0001-ps.jpg
RLX-AK-116900,Rolex,Air-King,116900,10500,40,13.0,Anti-magnetic,GMF,,A2836,,3.5,Black Dial,https://www.vendome.mc/wp-content/uploads/2020/07/Rolex-116900-0001-ps.jpg
RLX-AK-126900,Rolex,Air-King,126900,11000,40,13.0,Anti-magnetic,Clean,,3230 Clone,,4.5,Black dial,https://www.watchclub.com/upload/watches/originali/watch-club-rolex-air-king-126900-latestmodel-ref-126900-year-2022-15085-wb.png
RLX-AK-126900,Rolex,Air-King,126900,11000,40,13.0,Anti-magnetic,GMF,,3230 Clone,,4.0,Black dial,https://www.watchclub.com/upload/watches/originali/watch-club-rolex-air-king-126900-latestmodel-ref-126900-year-2022-15085-wb.png
RLX-AK-126900,Rolex,Air-King,126900,11000,40,13.0,Anti-magnetic,JVSF,,3230 Clone,,3.5,Black dial,https://www.watchclub.com/upload/watches/originali/watch-club-rolex-air-king-126900-latestmodel-ref-126900-year-2022-15085-wb.png
RLX-MG-116400B,Rolex,Milgauss,116400,9500,40,13.0,Anti-magnetic,VSF,,3131 Clone,,4.5,Blue dial,https://img.chrono24.com/images/uhren/42113386-mxa869hyfv81gzeqf73juqfa-Square280.jpg
RLX-MG-116400B,Rolex,Milgauss,116400,9500,40,13.0,Anti-magnetic,GSF,,3131 Clone,,4.0,Blue dial,https://img.chrono24.com/images/uhren/42113386-mxa869hyfv81gzeqf73juqfa-Square280.jpg
RLX-MG-116400B,Rolex,Milgauss,116400,9500,40,13.0,Anti-magnetic,GMF,,3131 Clone,,3.5,Blue dial,https://img.chrono24.com/images/uhren/42113386-mxa869hyfv81gzeqf73juqfa-Square280.jpg
RLX-MG-116400,Rolex,Milgauss,116400,9500,40,13.0,Anti-magnetic,VSF,,A2836,,4.5,Black Dial,https://img.chrono24.com/images/uhren/42113386-mxa869hyfv81gzeqf73juqfa-Square280.jpg
RLX-MG-LNTB,Rolex,Milgauss,Label Noir,30000,40,13.0,,JBF,,Tourbillon,,4.5,Tourbillon,https://img.chrono24.com/images/uhren/42354603-h9udon8gftv1zwnfdowwhsms-Square280.jpg
TUD-PEL-TIBLK,Tudor,Pelagos,Titanium Black,,42,14.3,Date,XF,,A2824,,5.0,,https://img.chrono24.com/images/uhren/42200943-1alpyg2vx7kgiutafvr1z49r-Square280.jpg
TUD-PEL-TIBLK,Tudor,Pelagos,Titanium Black,,42,14.3,Date,ZF,,A2824,,4.9,,https://img.chrono24.com/images/uhren/42200943-1alpyg2vx7kgiutafvr1z49r-Square280.jpg
TUD-PEL-TIBLU,Tudor,Pelagos,Titanium Blue,,42,14.3,Date,XF,,A2824,,5.0,,https://img.chrono24.com/images/uhren/40839801-v7w1u27obumvii061g3c9egi-Square280.jpg
TUD-PEL-TIBLU,Tudor,Pelagos,Titanium Blue,,42,14.3,Date,ZF,,A2824,,4.9,,https://img.chrono24.com/images/uhren/40839801-v7w1u27obumvii061g3c9egi-Square280.jpg
TUD-PEL-FXDGMT,Tudor,Pelagos,FXD Titanium GMT,5475,42,14.5,"Date, GMT",M+F,,A2836 GMT,,3.5,,https://img.chrono24.com/images/uhren/jfvgsw5kg4w8-tgznybv9thx4hzd477bqe8wl-Square280.jpg
TUD-PEL-FXDCH,Tudor,Pelagos,FXD Red bull Chrono,,42,14.5,"Chronograph, Date",M+F,,A7750,,3.5,,https://img.chrono24.com/images/uhren/42441033-q5bp7y3lsmr2q4x9d6kwhwyf-Square280.jpg
TUD-PEL-FXDTO,Tudor,Pelagos,FXD Time Only,4500,42,12.7,,M+F,,A2824,,4.5,,https://img.chrono24.com/images/uhren/jfvgsw5kg4w8-tgznybv9thx4hzd477bqe8wl-Square280.jpg
TUD-PEL-LHD,Tudor,Pelagos,Left Hand Diver (LHD),4700,42,14.3,Date,XF,,A2824,,5.0,,https://www.thejewelleryeditor.com/media/images_thumbnails/filer_public_thumbnails/filer_public/d7/a3/d7a36585-fe98-4996-ab36-2337d2ae5d28/3tudor-pelados-lhd-dial.jpg__760x0_q75_crop-scale_subsampling-2_upscale-false.jpg
TUD-BB-H36,Tudor,Black Bay,Heritage 36,2850,36,11.9,,KRF, v3,A2824,,4.5,discontinued,https://img.chrono24.com/images/uhren/xkpceax1fta9-1nu6dr3gozk8ymmr1rq7httb-Square280.jpg
TUD-BB-PEPGMT,Tudor,Black Bay,Pepsi GMT,5000,41,14.6,"Date, GMT",ZF,,A2836 GMT,,4.5,,https://img.chrono24.com/images/uhren/yi7ojh5ig3ak-dz6ui1qejz8vwb84wgck99e5-Square280.jpg
TUD-BB-TTGMT,Tudor,Black Bay,Two Tone GMT,5475,41,14.6,"Date, GMT",ZF,,A2836 GMT,,4.5,,https://img.chrono24.com/images/uhren/37845701-7dhemcl6zapo0ubnylqqnowj-Square280.jpg
TUD-BB-HGMT,Tudor,Black Bay,Heritage GMT,4300,41,14.6,"Date, GMT",ZF,,A2836 GMT,,4.5,,https://a.1stdibscdn.com/tudor-heritage-black-bay-gmt-steel-black-dial-automatic-men-watch-79830rb-for-sale/j_13103/j_184364821676398337304/j_18436482_1676398337977_bg_processed.jpg
TUD-BB-HCH,Tudor,Black Bay,Heritage Chronograph,5000,42,14.9,"Chronograph, Date",TWF,,A7750,,3.5,,https://img.chrono24.com/images/uhren/vmibp1f4qd52-a3se6axbjy324jmt5xe8s1cf-Square280.jpg
TUD-BB-41DIV,Tudor,Black Bay,41mm Diver,3500,41,14.5,Date,ZF,,A2824,,4.5,,https://img.chrono24.com/images/uhren/42424070-la4zoe04ib9m8c0sk9hmse3i-Square280.jpg
TUD-BB-41DIV,Tudor,Black Bay,41mm Diver,3500,41,14.5,Date,XF,,A2824,,4.4,,https://img.chrono24.com/images/uhren/42424070-la4zoe04ib9m8c0sk9hmse3i-Square280.jpg
TUD-BB-HD58,Tudor,Black Bay,Heritage Diver 58,4150,39,11.9,,ZF,,MY9015,,4.5,,https://img.chrono24.com/images/uhren/41913278-194tpvbgwxh1786j2l7pj8rk-Square280.jpg
VC-OS-4500V,Vacheron Constantin,Overseas,4500V,32000,41,11.0,Date,ZF,,MY9015,,4.5,All dial variants,https://img.chrono24.com/images/uhren/42187222-tr7am2w8zm2zfk9u3c65osuf-Square280.jpg
VC-OS-4500V,Vacheron Constantin,Overseas,4500V,32000,41,11.0,Date,PPF,,MY9015,,4.5,All dial variants,https://img.chrono24.com/images/uhren/42187222-tr7am2w8zm2zfk9u3c65osuf-Square280.jpg
VC-OS-4500V,Vacheron Constantin,Overseas,4500V,32000,41,11.0,Date,MKS,,MY9015,,4.0,All dial variants,https://img.chrono24.com/images/uhren/42187222-tr7am2w8zm2zfk9u3c65osuf-Square280.jpg
VC-OS-4520V,Vacheron Constantin,Overseas,4520V,31950,41,11.0,Date,ZF,v2,Custom,,4.5,All dial variants,https://cdn.watchbase.com/watch/vacheron-constantin/overseas/4520v-210a-b128-b.jpg
VC-OS-2000V,Vacheron Constantin,Overseas,2000V,19950,41,11.0,"Date",XF,,MY9015,,4.0,Ultra-Thin,https://cdn.shopify.com/s/files/1/0014/9120/6207/products/0bb5560705663725aa8033fe37365e99.jpg?v=1652953469
VC-OS-4000V,Vacheron Constantin,Overseas,4000V,28000,41,11.0,"Date, Moonphase",GRF,,MY9015,,4.0,Moonphase,https://cdn.watchbase.com/watch/vacheron-constantin/overseas/4000v-210a-b911-d3.jpg
VC-OS-4000V,Vacheron Constantin,Overseas,4000V,28000,41,11.0,"Date, Moonphase",TW,,MY9015,,3.5,Moonphase,https://cdn.watchbase.com/watch/vacheron-constantin/overseas/4000v-210a-b911-d3.jpg
VC-OS-47040,Vacheron Constantin,Overseas,47040,17950,42,9.7,Date,PPF,,MY9015,,4.5,All dial variants,https://cdn.watchbase.com/watch/vacheron-constantin/overseas/47040-b01a-9094-85.jpg
VC-OS-47040,Vacheron Constantin,Overseas,47040,17950,42,9.7,Date,MKS,,MY9015,,4.0,All dial variants,https://cdn.watchbase.com/watch/vacheron-constantin/overseas/47040-b01a-9094-85.jpg
VC-OS-7900V,Vacheron Constantin,Overseas,7900V,32000,41,11.0,"Chronograph, Date",GRF,,MY9015,,4.0,GMT,https://img.chrono24.com/images/uhren/42097762-mzl7xfkvothtffx7fuehevh5-Square280.jpg
VC-OS-7900V,Vacheron Constantin,Overseas,7900V,32000,41,11.0,"Chronograph, Date",PZF,,MY9015,,3.5,GMT,https://img.chrono24.com/images/uhren/42097762-mzl7xfkvothtffx7fuehevh5-Square280.jpg
